reading uai file ../../../data//deer_rescaled_0034.K20.F100.model.uai
done reading uai file
normalizing #tables=1830
prob.avg_domain_size=21
prob.N=1
param.rho=1
param.eta=1
@0: T=60, n=781830, nf=0, m=0, me=74400
iter=0, #inner=1, relaxed-p-obj=nan, decoded_t=8115.652, best_decoded=8115.652, eta=1, p_inf=2.1e+02, d_inf=2e+03, gap=nan, nnz=144081(0.22), time=0.51
iter=745, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.039, d_inf=0.0026, gap=nan, nnz=30319(0.053), time=1.1e+02
iter=750, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.039, d_inf=0.0018, gap=nan, nnz=30362(0.053), time=1.1e+02
iter=755, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.039, d_inf=0.0042, gap=nan, nnz=30347(0.053), time=1.2e+02
iter=760, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.039, d_inf=0.0027, gap=nan, nnz=30344(0.053), time=1.2e+02
iter=765, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.04, d_inf=0.0039, gap=nan, nnz=30368(0.053), time=1.2e+02
iter=770, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.04, d_inf=0.0016, gap=nan, nnz=30355(0.053), time=1.2e+02
iter=775, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.04, d_inf=0.0059, gap=nan, nnz=30373(0.053), time=1.2e+02
iter=780, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.04, d_inf=0.0037, gap=nan, nnz=30413(0.053), time=1.2e+02
iter=785, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.04, d_inf=0.0024, gap=nan, nnz=30424(0.053), time=1.2e+02
iter=790, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.041, d_inf=0.0039, gap=nan, nnz=30457(0.053), time=1.2e+02
iter=795, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.041, d_inf=0.0016, gap=nan, nnz=30493(0.053), time=1.2e+02
iter=800, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.044, d_inf=0.0015, gap=nan, nnz=30551(0.053), time=1.2e+02
iter=805, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.044, d_inf=0.0023, gap=nan, nnz=30579(0.053), time=1.2e+02
iter=810, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.042, d_inf=0.0097, gap=nan, nnz=30577(0.053), time=1.2e+02
iter=815, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.042, d_inf=0.002, gap=nan, nnz=30635(0.053), time=1.2e+02
iter=820, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.042, d_inf=0.0036, gap=nan, nnz=30660(0.053), time=1.3e+02
iter=825, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.042, d_inf=0.0056, gap=nan, nnz=30632(0.053), time=1.3e+02
iter=830, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.041, d_inf=0.0034, gap=nan, nnz=30639(0.053), time=1.3e+02
iter=835, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.041, d_inf=0.0052, gap=nan, nnz=30633(0.053), time=1.3e+02
iter=840, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.041, d_inf=0.0034, gap=nan, nnz=30659(0.054), time=1.3e+02
iter=845, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.038, d_inf=0.0018, gap=nan, nnz=30721(0.054), time=1.3e+02
iter=850, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.04, d_inf=0.0017, gap=nan, nnz=30757(0.054), time=1.3e+02
iter=855, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.039, d_inf=0.015, gap=nan, nnz=30728(0.054), time=1.3e+02
iter=860, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.039, d_inf=0.0029, gap=nan, nnz=30705(0.054), time=1.3e+02
iter=865, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.039, d_inf=0.0028, gap=nan, nnz=30749(0.054), time=1.3e+02
iter=870, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.039, d_inf=0.0026, gap=nan, nnz=30742(0.054), time=1.3e+02
iter=875, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.039, d_inf=0.0033, gap=nan, nnz=30686(0.054), time=1.3e+02
iter=880, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.039, d_inf=0.005, gap=nan, nnz=30742(0.054), time=1.3e+02
iter=885, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.038, d_inf=0.0029, gap=nan, nnz=30775(0.054), time=1.4e+02
iter=890, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.04, d_inf=0.0039, gap=nan, nnz=30746(0.054), time=1.4e+02
iter=895, #inner=18, relaxed-p-obj=nan, decoded_t=4209.804, best_decoded=8115.652, eta=1, p_inf=0.045, d_inf=0.0046, gap=nan, nnz=30714(0.054), time=1.4e+02
iter=900, #inner=18, relaxed-p-obj=nan, decoded_t=4209.804, best_decoded=8115.652, eta=1, p_inf=0.043, d_inf=0.0024, gap=nan, nnz=30767(0.054), time=1.4e+02
iter=905, #inner=18, relaxed-p-obj=nan, decoded_t=4209.804, best_decoded=8115.652, eta=1, p_inf=0.044, d_inf=0.0019, gap=nan, nnz=30836(0.054), time=1.4e+02
iter=910, #inner=18, relaxed-p-obj=nan, decoded_t=4209.804, best_decoded=8115.652, eta=1, p_inf=0.044, d_inf=0.0018, gap=nan, nnz=30876(0.054), time=1.4e+02
iter=915, #inner=18, relaxed-p-obj=nan, decoded_t=4209.804, best_decoded=8115.652, eta=1, p_inf=0.044, d_inf=0.0014, gap=nan, nnz=30900(0.054), time=1.4e+02
iter=920, #inner=18, relaxed-p-obj=nan, decoded_t=4209.804, best_decoded=8115.652, eta=1, p_inf=0.034, d_inf=0.015, gap=nan, nnz=30887(0.054), time=1.4e+02
iter=925, #inner=18, relaxed-p-obj=nan, decoded_t=4209.804, best_decoded=8115.652, eta=1, p_inf=0.034, d_inf=0.0052, gap=nan, nnz=30862(0.054), time=1.4e+02
iter=930, #inner=18, relaxed-p-obj=nan, decoded_t=4209.804, best_decoded=8115.652, eta=1, p_inf=0.034, d_inf=0.0025, gap=nan, nnz=30859(0.054), time=1.4e+02
iter=935, #inner=18, relaxed-p-obj=nan, decoded_t=4209.804, best_decoded=8115.652, eta=1, p_inf=0.034, d_inf=0.0025, gap=nan, nnz=30935(0.054), time=1.4e+02
iter=940, #inner=18, relaxed-p-obj=nan, decoded_t=4209.804, best_decoded=8115.652, eta=1, p_inf=0.034, d_inf=0.0024, gap=nan, nnz=30916(0.054), time=1.4e+02
iter=945, #inner=18, relaxed-p-obj=nan, decoded_t=4209.804, best_decoded=8115.652, eta=1, p_inf=0.034, d_inf=0.0042, gap=nan, nnz=30898(0.054), time=1.4e+02
iter=950, #inner=18, relaxed-p-obj=nan, decoded_t=4209.804, best_decoded=8115.652, eta=1, p_inf=0.026, d_inf=0.0045, gap=nan, nnz=30865(0.054), time=1.5e+02
iter=955, #inner=18, relaxed-p-obj=nan, decoded_t=4209.804, best_decoded=8115.652, eta=1, p_inf=0.026, d_inf=0.0053, gap=nan, nnz=30836(0.054), time=1.5e+02
iter=960, #inner=18, relaxed-p-obj=nan, decoded_t=4209.804, best_decoded=8115.652, eta=1, p_inf=0.027, d_inf=0.0027, gap=nan, nnz=30918(0.054), time=1.5e+02
iter=965, #inner=18, relaxed-p-obj=nan, decoded_t=4209.804, best_decoded=8115.652, eta=1, p_inf=0.028, d_inf=0.003, gap=nan, nnz=30952(0.054), time=1.5e+02
iter=970, #inner=18, relaxed-p-obj=nan, decoded_t=4209.804, best_decoded=8115.652, eta=1, p_inf=0.029, d_inf=0.0027, gap=nan, nnz=30935(0.054), time=1.5e+02
iter=975, #inner=18, relaxed-p-obj=nan, decoded_t=4209.804, best_decoded=8115.652, eta=1, p_inf=0.027, d_inf=0.0027, gap=nan, nnz=30918(0.054), time=1.5e+02
iter=980, #inner=18, relaxed-p-obj=nan, decoded_t=4209.804, best_decoded=8115.652, eta=1, p_inf=0.027, d_inf=0.0051, gap=nan, nnz=30918(0.054), time=1.5e+02
iter=985, #inner=18, relaxed-p-obj=nan, decoded_t=4209.804, best_decoded=8115.652, eta=1, p_inf=0.027, d_inf=0.0039, gap=nan, nnz=30952(0.054), time=1.5e+02
iter=990, #inner=18, relaxed-p-obj=nan, decoded_t=4209.804, best_decoded=8115.652, eta=1, p_inf=0.027, d_inf=0.0052, gap=nan, nnz=30979(0.055), time=1.5e+02
iter=995, #inner=18, relaxed-p-obj=nan, decoded_t=4209.804, best_decoded=8115.652, eta=1, p_inf=0.027, d_inf=0.0041, gap=nan, nnz=31005(0.055), time=1.5e+02
iter=1000, #inner=18, relaxed-p-obj=nan, decoded_t=4209.804, best_decoded=8115.652, eta=1, p_inf=0.027, d_inf=0.0086, gap=nan, nnz=30965(0.055), time=1.5e+02
iter=1005, #inner=18, relaxed-p-obj=nan, decoded_t=4209.804, best_decoded=8115.652, eta=1, p_inf=0.027, d_inf=0.0046, gap=nan, nnz=30984(0.055), time=1.5e+02
iter=1010, #inner=18, relaxed-p-obj=nan, decoded_t=4209.804, best_decoded=8115.652, eta=1, p_inf=0.027, d_inf=0.0026, gap=nan, nnz=30948(0.055), time=1.5e+02
iter=1015, #inner=18, relaxed-p-obj=nan, decoded_t=4209.804, best_decoded=8115.652, eta=1, p_inf=0.026, d_inf=0.0029, gap=nan, nnz=30975(0.055), time=1.6e+02
iter=1020, #inner=18, relaxed-p-obj=nan, decoded_t=4209.804, best_decoded=8115.652, eta=1, p_inf=0.028, d_inf=0.0067, gap=nan, nnz=31001(0.055), time=1.6e+02
iter=1025, #inner=18, relaxed-p-obj=nan, decoded_t=4209.804, best_decoded=8115.652, eta=1, p_inf=0.028, d_inf=0.0024, gap=nan, nnz=31028(0.055), time=1.6e+02
iter=1030, #inner=18, relaxed-p-obj=nan, decoded_t=4209.804, best_decoded=8115.652, eta=1, p_inf=0.028, d_inf=0.0035, gap=nan, nnz=31040(0.055), time=1.6e+02
iter=1035, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.028, d_inf=0.0033, gap=nan, nnz=31045(0.055), time=1.6e+02
iter=1040, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.028, d_inf=0.0086, gap=nan, nnz=31074(0.055), time=1.6e+02
iter=1045, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.028, d_inf=0.0014, gap=nan, nnz=31087(0.055), time=1.6e+02
iter=1050, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.028, d_inf=0.0019, gap=nan, nnz=31112(0.055), time=1.6e+02
iter=1055, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.028, d_inf=0.0017, gap=nan, nnz=31162(0.055), time=1.6e+02
iter=1060, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.028, d_inf=0.0067, gap=nan, nnz=31089(0.055), time=1.6e+02
iter=1065, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.028, d_inf=0.0041, gap=nan, nnz=31073(0.055), time=1.6e+02
iter=1070, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.028, d_inf=0.0026, gap=nan, nnz=31089(0.055), time=1.6e+02
iter=1075, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.028, d_inf=0.0025, gap=nan, nnz=31092(0.055), time=1.6e+02
iter=1080, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.028, d_inf=0.0034, gap=nan, nnz=31141(0.055), time=1.7e+02
iter=1085, #inner=18, relaxed-p-obj=nan, decoded_t=2574.28, best_decoded=8115.652, eta=1, p_inf=0.028, d_inf=0.0035, gap=nan, nnz=31100(0.055), time=1.7e+02
iter=1090, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.028, d_inf=0.0022, gap=nan, nnz=31143(0.055), time=1.7e+02
iter=1095, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.028, d_inf=0.0034, gap=nan, nnz=31164(0.055), time=1.7e+02
iter=1100, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.029, d_inf=0.0028, gap=nan, nnz=31105(0.055), time=1.7e+02
iter=1105, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.032, d_inf=0.0026, gap=nan, nnz=31125(0.055), time=1.7e+02
iter=1110, #inner=18, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.031, d_inf=0.0024, gap=nan, nnz=31181(0.055), time=1.7e+02
iter=1115, #inner=18, relaxed-p-obj=nan, decoded_t=2574.28, best_decoded=8115.652, eta=1, p_inf=0.031, d_inf=0.0019, gap=nan, nnz=31196(0.055), time=1.7e+02
iter=1120, #inner=18, relaxed-p-obj=nan, decoded_t=2574.28, best_decoded=8115.652, eta=1, p_inf=0.031, d_inf=0.0029, gap=nan, nnz=31198(0.055), time=1.7e+02
iter=1125, #inner=18, relaxed-p-obj=nan, decoded_t=2574.28, best_decoded=8115.652, eta=1, p_inf=0.031, d_inf=0.0029, gap=nan, nnz=31242(0.055), time=1.7e+02
iter=1130, #inner=18, relaxed-p-obj=nan, decoded_t=2574.28, best_decoded=8115.652, eta=1, p_inf=0.031, d_inf=0.0048, gap=nan, nnz=31269(0.055), time=1.7e+02
iter=1135, #inner=18, relaxed-p-obj=nan, decoded_t=2574.28, best_decoded=8115.652, eta=1, p_inf=0.031, d_inf=0.0042, gap=nan, nnz=31250(0.055), time=1.7e+02
iter=1140, #inner=18, relaxed-p-obj=nan, decoded_t=2574.28, best_decoded=8115.652, eta=1, p_inf=0.031, d_inf=0.0038, gap=nan, nnz=31261(0.055), time=1.7e+02
iter=1145, #inner=18, relaxed-p-obj=nan, decoded_t=2574.28, best_decoded=8115.652, eta=1, p_inf=0.031, d_inf=0.0049, gap=nan, nnz=31249(0.055), time=1.8e+02
iter=1150, #inner=18, relaxed-p-obj=nan, decoded_t=2574.28, best_decoded=8115.652, eta=1, p_inf=0.03, d_inf=0.0015, gap=nan, nnz=31244(0.055), time=1.8e+02
iter=1155, #inner=18, relaxed-p-obj=nan, decoded_t=2574.28, best_decoded=8115.652, eta=1, p_inf=0.03, d_inf=0.0018, gap=nan, nnz=31321(0.056), time=1.8e+02
iter=1160, #inner=17, relaxed-p-obj=nan, decoded_t=2574.28, best_decoded=8115.652, eta=1, p_inf=0.03, d_inf=0.0019, gap=nan, nnz=31355(0.056), time=1.8e+02
iter=1165, #inner=17, relaxed-p-obj=nan, decoded_t=2574.28, best_decoded=8115.652, eta=1, p_inf=0.03, d_inf=0.01, gap=nan, nnz=31328(0.056), time=1.8e+02
iter=1170, #inner=17, relaxed-p-obj=nan, decoded_t=2574.28, best_decoded=8115.652, eta=1, p_inf=0.03, d_inf=0.0024, gap=nan, nnz=31337(0.056), time=1.8e+02
iter=1175, #inner=18, relaxed-p-obj=nan, decoded_t=2574.28, best_decoded=8115.652, eta=1, p_inf=0.03, d_inf=0.0033, gap=nan, nnz=31332(0.056), time=1.8e+02
iter=1180, #inner=18, relaxed-p-obj=nan, decoded_t=2574.28, best_decoded=8115.652, eta=1, p_inf=0.03, d_inf=0.0021, gap=nan, nnz=31338(0.056), time=1.8e+02
iter=1185, #inner=17, relaxed-p-obj=nan, decoded_t=2574.28, best_decoded=8115.652, eta=1, p_inf=0.03, d_inf=0.0034, gap=nan, nnz=31337(0.056), time=1.8e+02
iter=1190, #inner=17, relaxed-p-obj=nan, decoded_t=2574.28, best_decoded=8115.652, eta=1, p_inf=0.03, d_inf=0.0047, gap=nan, nnz=31368(0.056), time=1.8e+02
iter=1195, #inner=17, relaxed-p-obj=nan, decoded_t=2574.28, best_decoded=8115.652, eta=1, p_inf=0.03, d_inf=0.0027, gap=nan, nnz=31371(0.056), time=1.8e+02
iter=1200, #inner=17, relaxed-p-obj=nan, decoded_t=2213.418, best_decoded=8115.652, eta=1, p_inf=0.03, d_inf=0.0065, gap=nan, nnz=31395(0.056), time=1.8e+02
iter=1205, #inner=17, relaxed-p-obj=nan, decoded_t=4080.751, best_decoded=8115.652, eta=1, p_inf=0.03, d_inf=0.0056, gap=nan, nnz=31370(0.056), time=1.9e+02
iter=1210, #inner=17, relaxed-p-obj=nan, decoded_t=4080.751, best_decoded=8115.652, eta=1, p_inf=0.03, d_inf=0.0027, gap=nan, nnz=31400(0.056), time=1.9e+02
iter=1215, #inner=17, relaxed-p-obj=nan, decoded_t=4080.751, best_decoded=8115.652, eta=1, p_inf=0.031, d_inf=0.0026, gap=nan, nnz=31371(0.056), time=1.9e+02
iter=1220, #inner=17, relaxed-p-obj=nan, decoded_t=4080.751, best_decoded=8115.652, eta=1, p_inf=0.031, d_inf=0.0023, gap=nan, nnz=31394(0.056), time=1.9e+02
iter=1225, #inner=17, relaxed-p-obj=nan, decoded_t=4080.751, best_decoded=8115.652, eta=1, p_inf=0.03, d_inf=0.002, gap=nan, nnz=31437(0.056), time=1.9e+02
iter=1230, #inner=17, relaxed-p-obj=nan, decoded_t=4080.751, best_decoded=8115.652, eta=1, p_inf=0.019, d_inf=0.0031, gap=nan, nnz=31441(0.056), time=1.9e+02
iter=1235, #inner=17, relaxed-p-obj=nan, decoded_t=4080.751, best_decoded=8115.652, eta=1, p_inf=0.019, d_inf=0.0045, gap=nan, nnz=31461(0.056), time=1.9e+02
iter=1240, #inner=17, relaxed-p-obj=nan, decoded_t=4080.751, best_decoded=8115.652, eta=1, p_inf=0.019, d_inf=0.0038, gap=nan, nnz=31468(0.056), time=1.9e+02
iter=1245, #inner=17, relaxed-p-obj=nan, decoded_t=4080.751, best_decoded=8115.652, eta=1, p_inf=0.019, d_inf=0.0026, gap=nan, nnz=31481(0.056), time=1.9e+02
iter=1250, #inner=17, relaxed-p-obj=nan, decoded_t=4080.751, best_decoded=8115.652, eta=1, p_inf=0.019, d_inf=0.0021, gap=nan, nnz=31474(0.056), time=1.9e+02
iter=1255, #inner=17, relaxed-p-obj=nan, decoded_t=4080.751, best_decoded=8115.652, eta=1, p_inf=0.019, d_inf=0.0038, gap=nan, nnz=31483(0.056), time=1.9e+02
iter=1260, #inner=17, relaxed-p-obj=nan, decoded_t=4080.751, best_decoded=8115.652, eta=1, p_inf=0.019, d_inf=0.0031, gap=nan, nnz=31465(0.056), time=1.9e+02
iter=1265, #inner=17, relaxed-p-obj=nan, decoded_t=3662.201, best_decoded=8115.652, eta=1, p_inf=0.018, d_inf=0.0027, gap=nan, nnz=31468(0.056), time=1.9e+02
iter=1270, #inner=17, relaxed-p-obj=nan, decoded_t=4080.751, best_decoded=8115.652, eta=1, p_inf=0.019, d_inf=0.0026, gap=nan, nnz=31446(0.056), time=2e+02
iter=1275, #inner=17, relaxed-p-obj=nan, decoded_t=4080.751, best_decoded=8115.652, eta=1, p_inf=0.019, d_inf=0.0024, gap=nan, nnz=31467(0.056), time=2e+02
iter=1280, #inner=17, relaxed-p-obj=nan, decoded_t=4080.751, best_decoded=8115.652, eta=1, p_inf=0.019, d_inf=0.0011, gap=nan, nnz=31498(0.056), time=2e+02
iter=1285, #inner=17, relaxed-p-obj=nan, decoded_t=4080.751, best_decoded=8115.652, eta=1, p_inf=0.019, d_inf=0.0016, gap=nan, nnz=31465(0.056), time=2e+02
iter=1290, #inner=17, relaxed-p-obj=nan, decoded_t=4080.751, best_decoded=8115.652, eta=1, p_inf=0.019, d_inf=0.0026, gap=nan, nnz=31551(0.056), time=2e+02
iter=1295, #inner=17, relaxed-p-obj=nan, decoded_t=4080.751, best_decoded=8115.652, eta=1, p_inf=0.019, d_inf=0.0015, gap=nan, nnz=31557(0.056), time=2e+02
iter=1300, #inner=17, relaxed-p-obj=nan, decoded_t=2836.906, best_decoded=8115.652, eta=1, p_inf=0.019, d_inf=0.0034, gap=nan, nnz=31533(0.056), time=2e+02
iter=1305, #inner=17, relaxed-p-obj=nan, decoded_t=2836.906, best_decoded=8115.652, eta=1, p_inf=0.019, d_inf=0.0033, gap=nan, nnz=31487(0.056), time=2e+02
iter=1310, #inner=17, relaxed-p-obj=nan, decoded_t=790.5132, best_decoded=8115.652, eta=1, p_inf=0.019, d_inf=0.0018, gap=nan, nnz=31497(0.056), time=2e+02
iter=1315, #inner=17, relaxed-p-obj=nan, decoded_t=3200.735, best_decoded=8115.652, eta=1, p_inf=0.02, d_inf=0.0036, gap=nan, nnz=31516(0.056), time=2e+02
iter=1320, #inner=17, relaxed-p-obj=nan, decoded_t=790.5132, best_decoded=8115.652, eta=1, p_inf=0.02, d_inf=0.0051, gap=nan, nnz=31545(0.056), time=2e+02
iter=1325, #inner=17, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.019, d_inf=0.0038, gap=nan, nnz=31587(0.056), time=2e+02
iter=1330, #inner=17, relaxed-p-obj=nan, decoded_t=4494.756, best_decoded=8115.652, eta=1, p_inf=0.019, d_inf=0.0015, gap=nan, nnz=31632(0.056), time=2e+02
iter=1335, #inner=17, relaxed-p-obj=nan, decoded_t=3200.735, best_decoded=8115.652, eta=1, p_inf=0.019, d_inf=0.0022, gap=nan, nnz=31636(0.056), time=2.1e+02
iter=1340, #inner=17, relaxed-p-obj=nan, decoded_t=3200.735, best_decoded=8115.652, eta=1, p_inf=0.019, d_inf=0.0035, gap=nan, nnz=31609(0.056), time=2.1e+02
iter=1345, #inner=17, relaxed-p-obj=nan, decoded_t=4080.751, best_decoded=8115.652, eta=1, p_inf=0.019, d_inf=0.0061, gap=nan, nnz=31566(0.056), time=2.1e+02
iter=1350, #inner=17, relaxed-p-obj=nan, decoded_t=4328.93, best_decoded=8115.652, eta=1, p_inf=0.02, d_inf=0.0061, gap=nan, nnz=31542(0.056), time=2.1e+02
iter=1355, #inner=17, relaxed-p-obj=nan, decoded_t=3200.735, best_decoded=8115.652, eta=1, p_inf=0.019, d_inf=0.0025, gap=nan, nnz=31603(0.056), time=2.1e+02
iter=1360, #inner=17, relaxed-p-obj=nan, decoded_t=2836.906, best_decoded=8115.652, eta=1, p_inf=0.02, d_inf=0.0034, gap=nan, nnz=31634(0.056), time=2.1e+02
iter=1365, #inner=17, relaxed-p-obj=nan, decoded_t=2836.906, best_decoded=8115.652, eta=1, p_inf=0.02, d_inf=0.0017, gap=nan, nnz=31681(0.056), time=2.1e+02
iter=1370, #inner=17, relaxed-p-obj=nan, decoded_t=3200.735, best_decoded=8115.652, eta=1, p_inf=0.02, d_inf=0.0014, gap=nan, nnz=31708(0.056), time=2.1e+02
iter=1375, #inner=17, relaxed-p-obj=nan, decoded_t=3200.735, best_decoded=8115.652, eta=1, p_inf=0.02, d_inf=0.0029, gap=nan, nnz=31668(0.056), time=2.1e+02
iter=1380, #inner=17, relaxed-p-obj=nan, decoded_t=2836.906, best_decoded=8115.652, eta=1, p_inf=0.02, d_inf=0.0019, gap=nan, nnz=31622(0.056), time=2.1e+02
iter=1385, #inner=17, relaxed-p-obj=nan, decoded_t=3200.735, best_decoded=8115.652, eta=1, p_inf=0.02, d_inf=0.0022, gap=nan, nnz=31659(0.056), time=2.1e+02
iter=1390, #inner=17, relaxed-p-obj=nan, decoded_t=790.5132, best_decoded=8115.652, eta=1, p_inf=0.02, d_inf=0.0047, gap=nan, nnz=31678(0.056), time=2.1e+02
iter=1395, #inner=17, relaxed-p-obj=nan, decoded_t=2930.539, best_decoded=8115.652, eta=1, p_inf=0.019, d_inf=0.0026, gap=nan, nnz=31634(0.056), time=2.1e+02
iter=1400, #inner=17, relaxed-p-obj=nan, decoded_t=390.1526, best_decoded=8115.652, eta=1, p_inf=0.019, d_inf=0.0017, gap=nan, nnz=31678(0.057), time=2.1e+02
iter=1405, #inner=17, relaxed-p-obj=nan, decoded_t=390.1526, best_decoded=8115.652, eta=1, p_inf=0.02, d_inf=0.0026, gap=nan, nnz=31693(0.057), time=2.2e+02
iter=1410, #inner=17, relaxed-p-obj=nan, decoded_t=790.5132, best_decoded=8115.652, eta=1, p_inf=0.02, d_inf=0.0024, gap=nan, nnz=31587(0.057), time=2.2e+02
iter=1415, #inner=17, relaxed-p-obj=nan, decoded_t=390.1526, best_decoded=8115.652, eta=1, p_inf=0.02, d_inf=0.0037, gap=nan, nnz=31622(0.057), time=2.2e+02
iter=1420, #inner=17, relaxed-p-obj=nan, decoded_t=790.5132, best_decoded=8115.652, eta=1, p_inf=0.02, d_inf=0.0023, gap=nan, nnz=31662(0.057), time=2.2e+02
iter=1425, #inner=17, relaxed-p-obj=nan, decoded_t=390.1526, best_decoded=8115.652, eta=1, p_inf=0.019, d_inf=0.0014, gap=nan, nnz=31676(0.057), time=2.2e+02
iter=1430, #inner=17, relaxed-p-obj=nan, decoded_t=390.1526, best_decoded=8115.652, eta=1, p_inf=0.019, d_inf=0.0046, gap=nan, nnz=31698(0.057), time=2.2e+02
iter=1435, #inner=17, relaxed-p-obj=nan, decoded_t=2836.906, best_decoded=8115.652, eta=1, p_inf=0.02, d_inf=0.0015, gap=nan, nnz=31677(0.057), time=2.2e+02
iter=1440, #inner=17, relaxed-p-obj=nan, decoded_t=790.5132, best_decoded=8115.652, eta=1, p_inf=0.021, d_inf=0.0031, gap=nan, nnz=31695(0.057), time=2.2e+02
iter=1445, #inner=17, relaxed-p-obj=nan, decoded_t=390.1526, best_decoded=8115.652, eta=1, p_inf=0.021, d_inf=0.0044, gap=nan, nnz=31722(0.057), time=2.2e+02
iter=1450, #inner=17, relaxed-p-obj=nan, decoded_t=790.5132, best_decoded=8115.652, eta=1, p_inf=0.021, d_inf=0.0019, gap=nan, nnz=31704(0.057), time=2.2e+02
iter=1455, #inner=17, relaxed-p-obj=nan, decoded_t=2036.777, best_decoded=8115.652, eta=1, p_inf=0.021, d_inf=0.0023, gap=nan, nnz=31663(0.057), time=2.2e+02
